smiles,logBB
CN(C)C1=CC(=C(C=C1)O)CNC2=CC=CC3=C2N=C(C=C3)CO,0.38
C1=CC=C2C(=C1)C(=NN=C2NC3=CC=C(C=C3)Cl)CC4=CC=NC=C4,0.2
CC(=O)C,-0.15
C1=NC2=C(N1COCCO)NC(=NC2=O)N,-0.8
CN(C)CC1=CC=C(O1)CSCCNC2=C(C=CN2)[N+](=O)[O-],-1.12
C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3,0.5
CC(C)(C)C1=CC=CC=C1,0.43
C1=CC(=C(C=C1Cl)Cl)C(CN2C=CN=C2)OCC3=C(SC=C3)Cl,-0.2
C1CCN(CC1)CC2=CC(=CC=C2)OCCCO,-0.02
OC(C1=C[C@@H](OC(CC)CC)[C@@H](NCOC)[C@@H](N)C1)=O,-1.96
CC(C)(C)C1=CC(=C(C=C1)OC)CNC2C3CCN(C2C(C4=CC=CC=C4)C5=CC=CC=C5)CC3,0.46
CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,1.04
C=CCC(C1=CC=CC=C1C2=NOC3=CC=CC=C32)N,0.0
CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O,0.32
[Li],-0.3
CC1=CSC(=N1)N=C(N)N,-0.04
CC12CCN(C1N(C3=C2C=C(C=C3)OC(=O)NC4=CC=CC=C4)C)C,1.0
CC1C(=O)NC2(CCCC2)C(=O)N1,-0.26
CN(C)CC1=CC=C(C=C1)C(=O)NC1=C(N)C=CC(=C1)C1=CC=CS1,0.77
C1C(C2=CC=CC=C2N(C3=CC=CC=C31)C(=O)N)O,-0.59
CCC1=C(C(=NC(=N1)N)N)C2=CC(=C(C=C2)Cl)Cl,0.65
C[C@H](CC1CCCCC1)NC,1.08
CN1CN(C2=CC=C(Br)C=C2)C3(CC[NH+](CCCC(=O)C4=CC=C(F)C=C4)CC3)C1=O,-0.55
C[C@H](CC1=CC=CC=C1)N(C)CC#C,0.57
C1=CC=C(C(=C1)C(=O)O)O,-1.1
COC1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)NCCO,0.9
C=CCC1=C(C(=CC=C1)/C=N\NC(=O)CN2CCN(CC2)CC3=CC=C(C=C3)S(=O)(=O)N)O,-1.67
CC1=CC(=O)N(C=C1)CCCCN2CCN(CC2)C3=NC(=NC(=C3)C(F)(F)F)C(C)(C)C,0.57
CCC(C)(C)OC,0.17
CCCC(C)C1(C(=O)NC(=S)NC1=O)CC,-0.1
COC1=CC=CC=C1N2CCN(CC2)CCN(C3=CC=CC=N3)C(=O)C4=CC=C(C=C4)F,0.09
CC(C)COC(=O)C,0.45
C1C2CNC(C1C3=CC=CC(=O)N3C2)Br,-0.05
CC1CC2=C(CCC(=O)C2)C3C1C4CCC(C4(CC3)C)(C#C)O,0.4
C=COC=C,0.1
CC1=CC(=NN=C1NCCN2CCOCC2)C3=CC=CC=C3,0.3
CCC(=O)N[C@H]1C(=NC[C@@H]([C@@H]([C@@H](CO)O)O)O)NC(=O)NC1=O,-0.18
CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl,0.74
CCCCCOC(=O)C,0.4
C,0.0
CCCCC1=C(N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3)O,-0.52
C1=CN(C(=N1)[N+](=O)[O-])CCCCCCCCF,-0.17
CC1=CN(C(=O)NC1=O)[C@@H]2C[C@@H]([C@@H](O2)CO)N=[N+]=[N-],-0.72
CCS(=O)(=O)C1=CC=C(C=C1)C2=C(C3=C(C=C2)C=C(C=C3)O)OC4=CC=C(C=C4)OCCN5CCCCC5,-0.92
CN1C2CCC1[C@H]([C@H](C2)OC(=O)C3=CC=CC=C3)C(=O)OC,0.6
CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3,0.92
CN(C)CC1=CC(=CC=C1)C2=NC(=NN2CCO)C3=CC=C(C=C3)OC,0.71
O[C@@]1(C(OC)=O)C2[C@@](C(C=C([C@@](C[C@H](C[C@]3(O)CC)C[N@](C3)CC4)(C(OC)=O)C5=C4C(C=CC=C6)=C6N5)C(OC)=C7)=C7N2C)(CCN8CC=C9)C8[C@]9(CC)[C@H]1OC(C)=O,0.07
CCC(C)C1C(CCC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)O)OC)OC)C)C,-1.0
COC(C(Cl)Cl)(F)F,0.2
C1=CC(=O)OC1=CC(=O)O,1.11
CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,-0.2
CC(CF)NC[C@@H](COC1=CC=CC2=C1C3=CC=CC=C3N2)O,0.58
CC1=NC(=NC2=CC(=C(C=C12)OC)OC)N3CCN(CC3)C(=O)C4=CC=CO4,-0.66
CN/C(=C\[N+](=O)[O-])/NCCSCC1=CC=C(O1)CN(C)C,-1.23
CC(=O)NCCCOC1=CC=CC(=C1)CN2CCCCC2,-0.46
CCCCOC(=O)C,0.28
O=C1C(CC(C)C)N(C2=O)C(O[C@@]2(C(C)C)NC([C@@H]3C=C(C(C=CC=C4N5)=C4C(C6)=C5Br)[C@]6([H])N(C)C3)=O)[C@@]7([H])N1CCC7,-0.59
CCC(C)CO,0.04
C=CC=C,-0.17
C1C=N[C@H](N1)NC2=C(C=CC=C2Cl)Cl,0.11
C1CCN(C1)CCN2C=CC3=C2C=C(C=C3)NC(=O)CC4=CC=C(C=C4)OCC5=CC=CC=C5,-0.59
Ic1cc(C(=O)CCCN2CCC3(C(=O)N(C)CN3c4ccccc4)CC2)cS1,-0.25
CCCCC1(C(=O)NC(=O)NC1=O)CC,0.19
CC(C)NCC(COC1=CC=CC=C1OCC=C)O,0.02
CCCCCCC(C)C,0.98
CCC#CC(C)C1(C(=O)NC(=O)N(C1=O)C)CC=C,-0.1
CC/C(=C(/C1=CC=CC=C1)\C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3,0.92
CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,0.8
C1CCN(CC1)CCOC2=CC=C(C=C2)OC3=C(C=CC4=C3C=CC(=C4)O)C5=CC(=CC=C5)O,-0.57
COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F,0.79
C1=CC(=CC=C1C(=O)O)N,-1.4
CCCN1CCC[C@H]2[C@H]1CC3=CN=C(N=C3C2)N.Cl.Cl,0.25
CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)/C=C/C)O)C)CC(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,-0.78
C1CN(CCC1CNC2=NC=NC=C2)C(=O)OCC3=CC=CC=C3,-0.2
CC1=CC(=C(C=C1)NC2=NCCN2)Cl,-0.65
CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@@H](C=C4)O,0.55
CC(C)Br,0.56
CCC[C@H](C)CC,0.9
CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-],-0.7
CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C,0.64
C1=NN(N=C1C(=O)N)C2C(C(C(O2)CO)O)O,-0.67
COC1=CC2=C(C=C1CNC3CCCNC3C4=CC=CC=C4)N=C(S2)C5=CC=CC=C5,1.26
CN(C)CCOC(C=C1)=CC=C1C2=NC(C3=CC=C(/C(CC4)=N/CO)C4=C3)=C(C5=CC=NC=C5)N2,-0.85
C1CN(CCN1)C2=C(C=CC3=C2C=CN3S(=O)(=O)C4=CC(=CC=C4)Cl)Cl,0.48
[H]C12c3cc(Cl)ccc3Oc4ccccc4C1([H])CNCC2,0.39
O=C1CCC2=C(CC(C)C3C2CCC4C3CCC4(O)C#C)C1,0.4
C1[C@H](O[C@H](S1)CO)N2C=C(C(=NC2=O)N)F,-1.22
C(C(Cl)Br)C(F)(F)F,0.35
Oc1cc(O)cc(c12)CC(C(C2=O)O)c(c3)ccc(O)c3O,-1.7
C[C@@H]1CC2=C(CCC(=O)C2)[C@@H]3[C@@H]1[C@@H]4CC[C@]([C@]4(CC3)C)(C#C)O,0.4
CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)O,-0.29
CC1([C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(SS1)(C)C)C(=O)O)CC2=CC=CC=C2)NC(=O)[C@H](CC3=CC=C(C=C3)O)N)C,-0.3
c1cccc(c12)cccc2C(=O)c3ccc(OCC)c(c34)cccc4,-1.39
CCC1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)N(C)C3CCN(C3)C(=O)N4CCC(C4)N5CCCCC5,0.81
CN1CCC2(O)c3ccccc3Oc4ccc(Cl)cc4C2([H])C1,1.03
COC1=NC=CC(=N1)C2=C(N=CN2C3CCC(CC3)O)C4=CC=C(C=C4)F,-1.4
CC(C)C1=C(C(=CC=C1)C(C)C)O,0.7
C1CCN(CC1)CCOC2=CC=C(C=C2)OC3=C(C=CC4=C3C=CC(=C4)O)C5=CC(=CC=C5)F,0.73
CC(=O)OC1C(SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC,0.3
O,-0.04
C[C@@H]1CN(C[C@@H](N1)C)C2=C(C(=C3C(=C2F)N(C=C(C3=O)C(=O)O)C4CC4)N)F,0.41
CC1=C(C=C(C=C1)C(=O)NC2CC2)C3=CC=C(C=C3)C(=O)NCC4CC4,-0.52
FC(F)(F)CCC(Cl)Br,0.35
C1=CN(C(=N1)[N+](=O)[O-])CCCF,-0.24
CC1CCN(CC1)CCCC(=O)C2=CC=C(C=C2)F,0.83
C1CN=C(N1)NC2=C(C=C(C=C2Br)Br)Br,0.58
CC(C)NCCCOC1=CC(CN2CCCCC2)=CC=C1,-0.13
CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,-0.01
C[C@@H]1CCCN1CCCOC2=CC=C(C=C2)N3CCN(CC3=O)C(=O)C4=C(C=C(C=C4)F)F,-0.6
c1(c2c3n(c4c(C(N(C)C3)=O)c(Cl)ccc4)cn2)noc(C(O)(O)C)n1,-1.82
CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F,0.4
C[NH+](C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,1.06
C(=C(F)F)Cl,-0.02
CC(C)(C)/[N+](=C\C1=CC=[N+](C=C1)[O-])/[O-],-0.38
CN1[C@@H](CCC1=O)C2=CN=CC=C2,-0.32
CCCCN1[C@@H]2CC[C@H]1CC(C2)OC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F,0.75
CC3CCN(CCC1CCN1S(=O)(=O)/C2=C/C(O)=C\CC2)CC3,-0.89
CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O,-0.2
CN1C2CCC1C(C(C2)OC(=O)C3=CC=CC=C3)C(=O)OC,0.6
COC1=C(C=C(C=C1)S(=O)(=O)C)CNC2CCCNC2C3=CC=CC=C3,-0.15
CC1=C(C(C(=C(N1)C)C(=O)OC(C)(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC(C)(C)C,-0.42
c1cc(O)ccc1CC(N)C(=O)N[C@H](C(C)(C)SS2)C(=O)NCC(=O)NC(C(=O)N[C@H](C(=O)O)C2(C)C)Cc3ccccc3,-0.3
C1CCCCC1,0.9
CCCCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC,-0.7
CO[C@H]1CNCC[C@H]1NC(=O)C2=CC(=C(C=C2OC)N)Cl,-0.22
CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O,-0.83
CC(C)(C)/[N+](=C/C1=CC=CC=C1)/[O-],0.0
CC1=C(C=CC(=C1)F)C2CC(CCN2C(=O)N(C)C(C)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)N4CCN(CC4)C(=O)C,-0.01
O=C1N2CCCC(O)C2=NC(C)=C1CCN3CCC(C4=COc5cc(F)ccc54)CC3,-0.8
CC1C2=C(C=CC=C2Cl)NC(=NCC(F)F)N1,0.6
CC1=NC=C(C=C1)CC2=CN=C(NC2=O)NCCCCC3=NC=C(C=C3C)Br,-1.9
C1=CC=[N+]2C=C(NC2=C1)CN,-1.4
O=C(OCC)C1=C[C@@H](OC(CC)CC)[C@@H](NCOC)[C@@H](N)C1,-1.0
CN1CN=C2C1C(=O)N(C(=O)N2)C,0.06
CSC(=N)N,-0.6
CN1[C@H]2CC[C@H]1[C@@H](CC(O)=O)[C@@H](OC(C3=CC=CC=C3)=O)C2,-1.35
CCC1=C(N=C2C=CC(=CC2=C1)C(=O)C3CCC(CC3)OC)C,0.33
CC(C)C1=CC(=C(C=C1)OC)CNC2CCCNC2C3=CC=CC=C3,0.92
C1C[C@H](O[C@H]1CO)N2C=NC3=C2N=CNC3=O,-1.3
O=S1(c2ccccc2C(N1CCCCN[C@H]3CCc4ccccc4O3)=O)=O,0.18
CC1=C2C(=CC=C1)C3CN(CCC3(C4=CC=CC=C4O2)O)C,0.82
C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,-0.22
C[C@@]12CCN([C@@H]1N(C3=C2C=C(C=C3)OC(=O)NC4=CC=CC=C4)C)C,1.0
CN1C2=C(C=CC(=C2)C(C3=CC=C(C=C3)Cl)N4C=NC=N4)N=N1,-0.16
C1CC(C(NC1)C2=CC=CC=C2)NCC3=C(C=CC(=C3)OC(F)(F)F)OC(F)F,0.88
CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)C4SC(=C(C(=O)N)C(=O)[O-])S4)OC)SC2)C(=O)[O-].[Na+].[Na+],-1.89
CCCC(=O)C,-0.01
C1CCNC2=C(C1)C=CC(=C2)C(=O)CCC3CCN(CC3)CC4=CC=CC=C4,1.14
C1CN(CCC1CNC2=CC=CC=N2)C(=O)OCC3=CC=CC=C3,-0.02
CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl,0.7
C(OC(C(F)(F)F)C(F)(F)F)F,0.3
CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,-0.12
CC[C@]1(C[C@@H](C2=C([C@H]1O)C(=C3C(=C2O)C(=O)C4=C(C3=O)C=CC=C4O)O)O[C@H]5C[C@@H]([C@@H]([C@@H](O5)C)O)N6CCOCC6)O,0.56
C1CN(CCN1)C2=NC=CC=N2,0.6
CCCCNC(=S)NC1=CC=CC=C1,0.03
C(C(Cl)(Cl)Cl)Cl,0.33
CC(=O)/C=C/C1=CC=CS1,-0.14
CC1(CC(CC(N1)(C)C)OC2=NC(=NC(=C2C(=O)NC)NCC3CCC4(CCC4)CC3)C#N)C,-0.24
CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31,1.0
CCN(CC)CC1=CC2=C(CC(CC2)N3CCN(CC3=O)CCC4=CC=C(C=C4)F)C=C1,0.48
CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O,-1.68
CN\C(NCCSC1=CC=C(CN(C)C)O1)=C\[N+]([O-])=O,-1.23
C1=CC(=C(C=C1C(F)(F)F)NC(=O)NC2=C(C=CC(=C2)Cl)O)Cl,-0.3
CC1=C(SC2=C1C=C(C=C2)Cl)S(=O)(=O)NC3=CC(=C(C=C3)OC)N4CCNCC4,-1.3
C(=O)(N)N,-0.14
C1CN(C[C@@H]1C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N)CCC4=CC5=C(C=C4)OCC5,-0.62
CSC1=CC2=C(C=C1)SC3=CC=CC=C3N2CCC4CCCNC4,0.75
CCC1=CC=C(C=C1)N2C=NC3=C(C2=O)SC4=NC=CC(=C34)N(C)CCC5=CC=CC=N5,-0.8
CC3=NN=C4CN=C(C2CC(CCC2N34)Cl)C1=CC=CC=C1Cl,0.57
N#[N+]O,0.03
COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F,1.1
C1=CC(CN(C)C)=CC(C2=CC=CC(NC3NC=CC3N(=O)=O)=C2)=N1,-0.28
CON1C=C(C(=O)C2=CC3=C(C=C21)OCO3)C(=O)O,-0.92
CC1=CC(=CC(=C1NC2=NCCN2)C)Br,-0.28
C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O,0.0
CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,1.3
CC1CCC(C(C1)C)C,1.02
